# P=500,vT,P=600,vT,P=700,vT,P=800,vT,P=900,vT,P=100,vT,
9.999999999999999547e-07,5.092878703273691788e-04,9.999999999999999547e-07,4.976359431766026438e-04,9.999999999999999547e-07,4.881889002859743192e-04,9.999999999999999547e-07,4.802880045219386977e-04,9.999999999999999547e-07,4.735260331322145209e-04,9.999999999999999547e-07,6.417217571942479938e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.499499499499499335e-06,7.631371198145243994e-04,1.499499499499499335e-06,7.456481460300492864e-04,1.499499499499499335e-06,7.314669699508105942e-04,1.499499499499499335e-06,7.196054960615527350e-04,1.499499499499499335e-06,7.094528662289020403e-04,1.499499499499499335e-06,9.618188370520438070e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.998998998998998928e-06,1.016628021320151046e-03,1.998998998998998928e-06,9.932908441899889352e-04,1.998998998998998928e-06,9.743654204270214706e-04,1.998998998998998928e-06,9.585340846405688946e-04,1.998998998998998928e-06,9.449821925075107187e-04,1.998998998998998928e-06,1.281621713980190874e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.498498498498498520e-06,1.269761521936391352e-03,2.498498498498498520e-06,1.240565068254102787e-03,2.498498498498498520e-06,1.216885360592324678e-03,2.498498498498498520e-06,1.197074953216069890e-03,2.498498498498498520e-06,1.180115265529171160e-03,2.498498498498498520e-06,1.601130894496006433e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.997997997997998113e-06,1.522538565022229238e-03,2.997997997997998113e-06,1.487471844534557280e-03,2.997997997997998113e-06,1.459027894495241008e-03,2.997997997997998113e-06,1.435229279380440762e-03,2.997997997997998113e-06,1.414853332961841462e-03,2.997997997997998113e-06,1.920346883816635838e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.497497497497497705e-06,1.774960090223912015e-03,3.497497497497497705e-06,1.734012195081292102e-03,3.497497497497497705e-06,1.700794121383120616e-03,3.497497497497497705e-06,1.672998235394389504e-03,3.497497497497497705e-06,1.649197636617091107e-03,3.497497497497497705e-06,2.239270185861473150e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.996996996996996450e-06,2.027027033494688182e-03,3.996996996996996450e-06,1.980187137705538818e-03,3.996996996996996450e-06,1.942185135729947599e-03,3.996996996996996450e-06,1.910382988218575729e-03,3.996996996996996450e-06,1.883149412487148365e-03,3.996996996996996450e-06,2.557901303259199881e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.496496496496496043e-06,2.278740327113381973e-03,4.496496496496496043e-06,2.225997686003573350e-03,4.496496496496496043e-06,2.183202027264074651e-03,4.496496496496496043e-06,2.147384699545926839e-03,4.496496496496496043e-06,2.116709890781222694e-03,4.496496496496496043e-06,2.876240737349879898e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.995995995995995635e-06,2.530100899704356126e-03,4.995995995995995635e-06,2.471444849380124553e-03,4.995995995995995635e-06,2.423845880996441157e-03,4.995995995995995635e-06,2.384004525833744066e-03,4.995995995995995635e-06,2.349880295961601518e-03,4.995995995995995635e-06,3.194288988190447428e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.495495495495495228e-06,2.781109676256628745e-03,5.495495495495495228e-06,2.716529633071410911e-03,5.495495495495495228e-06,2.664117777246500368e-03,5.495495495495495228e-06,2.620243618334799993e-03,5.495495495495495228e-06,2.582661846779640315e-03,5.495495495495495228e-06,3.512046554558947813e-03,0.000000000000000000e+00,0.000000000000000000e+00
